Name,Content
Abu Bakr,"Abu Bakar adalah nama Al -Quran tidak langsung untuk anak laki -laki yang dibentuk dari Abu (""bapak"", ""suka"", ""penuh"") dan Bakr (nama kuno suku Arab, ""unta muda""), keduanya adalah kata -kata Quranik.Muslim seperti nama ini karena cinta untuk Abu Bakar As-Siddiq, teman terdekat Nabi Muhammad ﷺ."
Abu Firas,"Arab untuk ""singa""."
Abuda,"Abuda adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""hamba Allah"", ""penyembah Allah"".Ini berasal dari akar AIN-B-D yang digunakan di banyak tempat dalam Quran."
Abudain,"Abudain adalah nama Arab untuk anak laki -laki yang berarti “penyembah Tuhan”, “hamba Tuhan yang berbakti”."
Abudi,Abudi adalah nama Arab untuk anak laki -laki yang berarti “penyembah Tuhan yang setia”.
Abul Fazl,"Abul Fazl adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""bapak karunia"", ""bapak rahmat"".Kata ""bapak"" adalah salah satu alat linguistik bahasa Arab untuk menciptakan kata sifat yang kuat, sehingga makna di sini adalah ""penuh karunia"", ""penuh rahmat"", ""yang diberkahi dengan keanggunan besar"".Baik Abu dan Fazl adalah kata -kata Quran."
Abyaz,"Abyaz adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""putih"", ""cerah"", ""murni"".Ini berasal dari akar b-y-dhad yang digunakan di sejumlah tempat dalam Quran."
Adalat,"Adalat adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""keadilan"", ""keadilan"", ""keadilan""."
Adam,"Adam adalah nama Al -Quran langsung untuk anak laki -laki yang merujuk pada manusia pertama yang Allah ciptakan, yang juga nabi pertama, damai sejahtera.Adam menurut beberapa ahli bahasa terkait dengan Adeem, yang berarti ""debu"", karena Allah menciptakan Adam dari debu, atau dari admah, yang berarti ""permukaan bumi"".Kata Adam disebutkan 20 kali dalam Al -Quran."
Addal,"Addal adalah nama Arab untuk anak laki -laki yang berarti ""sangat adil"", ""sangat adil""."
Adeel,"Adeel adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""orang yang bertindak dengan keadilan dan keadilan"", ""moderat"", ""bajik"", ""sangat baik dalam karakter"".Ini berasal dari root AIN-D-L yang digunakan di banyak tempat dalam Quran."
Adham,"Adham adalah nama quran untuk anak laki -laki yang berarti sangat gelap, warna hitam.Itu tidak disebutkan secara langsung dalam Quran, tetapi akar D-H-M-nya disebutkan dalam Quran 55:64, karena alasan ini itu adalah nama Al-Quran tidak langsung:"
Adl,"ADL adalah nama Al -Quran langsung untuk anak laki -laki yang berarti ""keadilan"", ""keadilan"", ""warga negara"", ""moderasi"", ""keunggulan moral"".ADL digunakan di banyak tempat dalam Quran, seperti:"
Adlan,"Adlan adalah nama Arab untuk anak laki -laki yang berarti ""adil"", ""hanya"", seseorang yang mempraktikkan keadilan dan keadilan.Ini juga berarti ""orang yang mengikuti jalan lurus""."
Adli,"ADLI adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""keadilan"", ""keadilan"", ""terkait dengan keadilan"", ""memiliki keadilan dan keadilan""."
Adnan,"Adnan adalah nama Al -Quran tidak langsung untuk anak laki -laki yang dianggap sebagai nama putra Nabi Ismaeel putra Nabi Ibrahim, saw.Adnan adalah ayah dari semua orang Arab di utara Arab dan merupakan salah satu leluhur Nabi Muhammad ﷺ.Adnan berasal dari akar AIN-D-N (""pemukiman abadi"", ""surga"") dan dengan demikian berarti ""orang yang menetap untuk waktu yang lama di suatu tempat"", ""surga""."
Adwam,"Adwam adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""lebih tahan lama"", ""lebih stabil"", ""abadi"", ""abadi""."
Affan,"Affan adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti suci, sederhana, berbudi luhur, murni.Ini berasal dari root AIN-F-F yang digunakan di sejumlah tempat dalam Quran."
Afif,"AFIF adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""suci"", ""berbudi luhur"", ""sederhana"", ""benar"".Ini berasal dari root AIN-F-F yang digunakan di sejumlah tempat dalam Quran."
Afrad,"Afrad adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""unik"", ""tak tertandingi"", ""tidak ada tayang"".Ini berasal dari root F-D-D (""tunggal"", ""sendiri"", kebalikan dari ""jamak"") yang digunakan di sejumlah tempat dalam Quran."
Afseruddin,"Afseruddin adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""mahkota iman"", yaitu orang yang beriman yang baik dan mempercantik agama di mata orang.Itu dibentuk dari kata Persia Afser (""mahkota"") dan kata Arab ad-den (""agama"", yang mengacu pada Islam).Afser bukan kata Quran, sedangkan ad-deen adalah kata quran, karena alasan ini kami menganggap nama ini sebagai nama quran tidak langsung."
Aftabuddin,"Aftabuddin adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""Matahari Agama"", itu adalah setara Persia dengan nama Shamsuddin.Makna penuh adalah ""orang yang karakter dan perbuatannya mempercantik dan mendukung agama"".Itu dibentuk dari Aftab Persia (""Matahari"") dan bahasa Arab U (""OF"") dan Ad-Deen (""Agama"")."
Afzaal,"Afzaal adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""tindakan kebaikan"", ""tindakan yang menunjukkan karakter dan kebajikan seseorang"".Ini berasal dari root F-DHAD-L yang digunakan di banyak tempat dalam Quran."
Aghlab,"Aghlab adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""superior"", ""penakluk"", ""kemenangan"".Ini berasal dari akar GH-L-B yang digunakan di banyak tempat dalam Quran."
Ahad,"Ahad adalah nama quran langsung untuk anak laki -laki yang berarti ""satu"", ""unik"", ""tidak cocok"".Salah satu nama Allah, Subhanahu wa taala, adalah al-ahad, dan nama ini dengan al- di depannya tidak boleh digunakan sebagai nama karena khusus untuk Allah.Tetapi ketika Anda menghapus al-, saat itulah Anda menggunakan Ahad dengan sendirinya, itu menjadi nama yang umum dan dapat diterima untuk digunakan.Ahad digunakan di sekitar 80 tempat dalam Quran."
Ahdawi,"Ahdawi adalah nama Arab untuk anak laki -laki yang berarti ""orang yang menepati janjinya"".Ini berasal dari akar AIN-H26-D (""janji"") yang digunakan di banyak tempat dalam Quran."
Ahdee,"Ahdee adalah nama Arab untuk anak laki -laki yang berarti ""orang yang menepati janjinya"".Ini berasal dari akar AIN-H26-D (""janji"") yang digunakan di banyak tempat dalam Quran."
Ahid,"Arab untuk ""Promiser"", ""Sumpah"", ""Orang yang Merawat Orang Lain""."
Ahin,"Arab untuk ""miskin"", ""pertapa"", ""orang yang meninggalkan dunia"".Ini juga berarti ""tegas"", ""tidak tergoyahkan""."
Ahkam,"Ahkam adalah nama anak laki -laki Quran yang berarti sangat bijak, menentukan, dan adil.Itu secara langsung disebutkan dalam Quran dua kali:"
Ahmad,"Ahmad adalah nama quran langsung untuk anak laki -laki.Ini memiliki arti yang sama persis dengan Muhammad: seseorang di mana sifat -sifat yang patut dipuji berlimpah, atau orang yang layak mendapatkan pujian konstan karena karakter baik mereka.Ini adalah salah satu nama Nabi Muhammad (sallallahu alaihi wa sallam)."
Ahmar,"Ahmar adalah nama Alquran tidak langsung untuk anak laki-laki yang berarti ""berwarna merah"".Ini adalah nama sejumlah Sahabah (teman -teman Nabi ﷺ).Dalam literatur Islam, seperti perkataan Nabi (Hadits), kata Ahmar sering merujuk pada non-Arab.Misalnya Nabi mengatakan: ""Saya dikirim ke orang kulit hitam (yang mengacu pada orang Arab) dan merah (non-Arab, seperti Persia)""."
Ahsan,"Ahsan adalah nama quran langsung untuk anak laki -laki yang berarti ""yang terbaik"", ""yang paling indah"", ""yang paling tampan"".Ahsan digunakan di banyak tempat dalam Quran, beberapa contoh di bawah ini:"
Ahyam,"Ahyan adalah nama Arab untuk anak laki -laki yang berarti ""malam tanpa bintang"".Ini juga bisa berarti ""haus""."
Ahyan,"Ahyan adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""momen"", ""waktu"", ""era"".Ini adalah jamak dari Heen.Ini berasal dari akar H6-y-n yang digunakan di banyak tempat dalam Quran."
Aish,"Aish adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""hidup"", ""mata pencaharian"".Ini berasal dari akar ain-y-sh yang digunakan di banyak tempat dalam Quran."
Ajeel,"Ajeel adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""cepat"", ""cepat"".Ini berasal dari root Ain-j-l yang digunakan di banyak tempat dalam Quran."
Ajiad,"Ajiad adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""mulia"", ""murah hati"", ""ramah""."
Ajmal,"Ajmal adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""terindah"", ""tampan"", ""luar biasa"", ""menyenangkan"".Ini berasal dari root J-M-L yang digunakan dalam Surat an-nahl."
Akbar,"Akbar adalah nama quran langsung untuk anak laki -laki yang berarti ""terhebat"", ""paling penting"", ""paling senior"", ""status tertinggi"".Kata Akbar digunakan sekitar 23 kali dalam Al -Quran."
Akhas,"Akhas adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""istimewa"", ""luar biasa"".Ini berasal dari akar KH-saad-saad yang digunakan dalam Quran."
Akhlaq,"Akhlaq adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""moralitas"", ""integritas"", ""kesopanan"".Ini berasal dari akar KH-L-Q yang digunakan di banyak tempat dalam Quran."
Akhmad,"Akhmad adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""diam"", ""tenang"", ""tenang"".Ini berasal dari akar KH-M-D yang digunakan dalam Quran."
Akhtab,"Akhtab adalah nama Arab untuk anak laki -laki yang berarti ""Falcon"" (sejenis burung pemangsa).Ini juga bisa berarti ""orang yang banyak berbicara"", ""orang yang memberikan banyak pidato""."
Akhtaf,"Akhtaf adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""ramping"", ""ramping"".Ini berasal dari akar KH-T16-F yang digunakan dalam Quran."
Akhyar,"Akhyar adalah nama Arab untuk anak laki -laki yang berarti ""orang baik"", ""orang berbudi luhur"", ""orang yang mulia"".Ini adalah jamak dari nama Khayyir."
Akhzar,"Akhzar adalah nama Arab untuk anak laki-laki yang berarti ""hijau"", ""berwarna hijau""."
Akmal,"Akmal adalah nama Quran tidak langsung untuk anak laki -laki yang berarti ""lengkap"", ""sempurna"".Ini berasal dari akar K-M-L yang digunakan di banyak tempat dalam Quran."
Aknan,"AKNAN adalah nama Quran langsung untuk anak laki -laki yang berarti ""tempat tinggal"", ""penutup"", ""tempat retret"".Ini berasal dari akar k-n-n dan kata aknan itu sendiri disebutkan dalam ayat 16:81 dari Quran."
Akram,"Akram adalah nama quran langsung untuk anak laki -laki yang berarti ""paling ramah"", ""paling terhormat"", ""paling mulia""."
Alaa,"ALAA adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""kebesaran"", ""Yang Mulia"", ""Supremasi"".Ini berasal dari akar AIN-L-A yang digunakan di banyak tempat dalam Quran."
Aladdin,"Aladdin adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""keunggulan iman"", ""supremasi iman"", yang berarti bahwa orang yang bernama Aladdin adalah orang yang kuat dan berbudi luhur dan merupakan penyebab keberhasilan dan kebesaran agamanya.Aladdin adalah frasa yang dibentuk dari ALAA ’(“ Supremacy ”) dan Al-Deen (“ Iman ”, yang mengacu pada Islam)."
Alamat,"Alamat adalah nama Al -Quran tidak langsung untuk anak laki -laki (digunakan dalam bahasa Arab dan Urdu) yang berarti ""tanda"", ""simbol"", ""isyarat"", ""lambang"", ""tengara"", ""lambang"".Ini berasal dari root AIN-L-M (""To Know"") yang digunakan di banyak tempat dalam Al-Quran."
Alamgir,"Alamgir adalah nama Al -Quran tidak langsung yang digunakan dalam bahasa Persia, Urdu dan Kurdi yang berarti ""penakluk dunia"".Itu terdiri dari Alam (bahasa Arab untuk ""dunia"") dan sufiks Persia -gir (""penakluk"").Kami menganggap nama ini nama Quran karena kata Alam berasal dari root AIN-L-M yang digunakan di banyak tempat dalam Quran."
Alamguir,"Persia untuk ""Penakluk Dunia"", ""Penangkap Dunia"".Dibentuk dari Alam Al -Quran (""Dunia"") dan Persia Gheer (""Conqueror"")."
Alaqat,"Alaqat adalah nama Urdu, Persia dan Kurdi untuk anak laki -laki yang berarti ""pengabdian"", ""keterikatan"", ""hubungan"".Alaqat adalah kata Quran tidak langsung yang berasal dari root AIN-L-Q."
Aleef,"Aleef adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""ramah"", ""teman baik"", ""baik"", ""penuh kasih"".Ini berasal dari root A-L-F yang digunakan di banyak tempat dalam Quran."
Aleem,"Aleem adalah nama quran langsung untuk anak laki -laki yang berarti ""berpengetahuan"", ""bijak"", ""terpelajar"".Aleem berasal dari root AIN-L-M (""Pengetahuan"").Kata Aleem digunakan sekitar 161 kali dalam Quran."
Alhasan,"Alhasan adalah nama Al-Quran tidak langsung untuk anak laki-laki yang berarti ""yang tampan"", ""yang lembut"", ""yang bajik"".Ini adalah varian dari nama Hasan dan Alhasan dan Hasan adalah nama yang benar dan dapat diterima, Anda dapat memilih mana pun yang Anda sukai.Alhasan hanyalah nama Hasan dengan al- (""the"") ditambahkan ke dalamnya, Hasan milik sekelompok nama Arab yang disebut nama mu`arraf (""dapat didefinisikan""), yang berarti bahwa mereka memiliki varian dengan al- yang terpasang pada mereka."
Alhusain,"Alhusain adalah nama Quran tidak langsung untuk anak laki-laki yang berarti ""yang tampan"", ""yang tampan"", ""yang bajik"".Ini adalah varian dari nama Hussein dan keduanya sering digunakan secara bergantian."
Ali,"Ali adalah nama quran langsung untuk anak laki -laki yang berarti ""tinggi"", ""ditinggikan"", ""luar biasa"", ""sublime"".Kata Ali digunakan di banyak tempat dalam Quran dan itu membentuk salah satu nama Allah ketika diawali dengan AL, seperti dalam al-Ali.Ini adalah nama umum di antara umat Islam karena cinta untuk Ali bin Abi Talib, sepupu Nabi Muhammad, kedamaian dan berkah Allah atas Dia dan keluarga serta teman -temannya."
Alim,"Alim adalah nama quran langsung untuk anak laki -laki yang berarti untuk ""berpengetahuan"", ""sarjana""."
Allaam,"Allaam adalah nama Arab untuk anak laki -laki yang berarti ""berpengetahuan"", ""sangat bijak""."
Altaf,"Altaf adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""lebih baik"", ""lebih lembut"".Ini berasal dari busuk L-T16-F yang digunakan di banyak tempat dalam Quran."
Alyan,"Alyan adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""orang yang naik ke atas"", ""orang yang naik"", secara kiasan berarti ""tinggi"", ""tertinggi"", ""ditinggikan"", ""hebat"".Alyan adalah nama Arab kuno yang digunakan sejak sebelum Islam.Ini berasal dari root AIN-L-A yang juga merupakan akar untuk nama umum Ali."
Amdad,"Amdad adalah nama Arab untuk anak laki -laki yang berarti ""pertumbuhan"", ""meningkat"", ""gain"", ""ekspansi""."
Ameed,"AMEED adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""pemimpin"", ""kepala"", ""prefek"".Ini berasal dari akar AIN-M-D yang digunakan dalam Quran."
Ameen,"Ameen berarti seseorang yang ""tepercaya"", ""setia"", atau memiliki imaan yang kuat (kepercayaan pada Tuhan)."
Amil,"Arab untuk ""pekerja"", ""striver"".Ini juga bisa berarti ""orang yang berharap""."
Amir,"Amir adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""pemimpin"", ""komandan"", ""penguasa"", ""kepala"", ""kepala suku"".Ini berasal dari root A-M-R (untuk memerintahkan) yang digunakan di banyak tempat dalam Quran."
Amiri,"Amiri adalah nama Arab untuk anak laki -laki yang berarti ""pemimpin""."
Amiruddin,"Amiruddin adalah nama Arab untuk anak laki -laki yang berarti ""pemimpin iman"", seseorang yang merupakan pemimpin di antara umat Islam."
Amjaad,Nama ini tidak boleh bingung dengan Amjad.
Amjad,"Amjad adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""paling luar biasa"", ""paling mulia"", ""paling terhormat"".Ini berasal dari akar M-J-D yang digunakan di banyak tempat dalam Quran."
Ammam,"Ammam adalah nama Arab untuk anak laki -laki yang berarti ""pemimpin"", ""orang yang berada di depan orang lain"".Nama ini berbeda dari kata Arab AMAM yang berarti ""di depan"", perbedaannya adalah bahwa namanya memiliki tiga suara ""M"" di dalamnya, seperti dalam Am-Mam, sedangkan kata AMAM dibaca sebagai A-MAM."
Ammar,"Ammar adalah nama Al-Quran tidak langsung untuk anak laki-laki yang berarti ""orang yang menghidupkan kembali"", ""orang yang cenderung dan mempertahankan sesuatu"", ""berumur panjang"", ""takut Tuhan"", ""saleh"", ""kehadiran yang kehadirannya yang kehadirannya yang kehadirannyamembawa kegembiraan bagi orang lain ”.Ini adalah nama pendamping awal yang penting (Sahabi) dari Nabi, kedamaian dan berkah atasnya dan teman -temannya, yang namanya Ammar bin Yasir.Ammar berasal dari akar AIN-M-R (seumur hidup, untuk cenderung, membangun) yang digunakan di banyak tempat dalam Quran."
Amr,"AMR adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""hidup"", ""untuk meriam"".Itu adalah nama teman terkenal Nabi, kedamaian dan berkah Allah atas Dia dan teman-temannya, yang nama lengkapnya adalah Amr Bin al-Aas, yang merupakan salah satu bangsawan dari suku Quraish yang memerintah Makkah.AMR berasal dari akar AIN-M-R yang sering digunakan dalam Quran."
Amri,"Bahasa Arab untuk ""orang yang menghidupkan tempat"", ""orang yang hidup lama"".Ini adalah noun atribut Aamer.Amri juga berarti ""satu milik suku Aamer"", yang merupakan nama dari berbagai suku Arab."
Amrullah,"Amrullah adalah nama Arab untuk anak laki -laki yang berarti ""perintah Tuhan"", ""keinginan Tuhan"", yang berarti bahwa orang bernama seperti itu adalah hadiah dari Tuhan."
Anas,"Anas adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti orang yang memberi Anda kegembiraan dan ketenangan pikiran, yang menghilangkan ketakutan dan kekhawatiran Anda.Ini adalah nama umum Sahabah (sahabat Nabi, damai dan berkah Allah atas Dia dan teman -temannya).Ini berasal dari akar A-N-S (untuk melihat, mengenali, merasa aman) yang digunakan di sejumlah tempat dalam Quran dan merupakan akar untuk kata Insaan (umat manusia)."
