Name,Arabic Name,Variant,Content
Aghlab,أَغْلَب,N/A,"Aghlab is an indirect Quranic name for boys that means “superior”, “conqueror”, “triumphant”. It is derived from the GH-L-B root which is used in many places in the Quran."
Ahad,أحد,N/A,"Ahad is a direct Quranic name for boys that means “one”, “unique”, “matchless”. One of the names of Allah, subhanahu wa taala, is al-Ahad, and this name with the al- in front of it should not be used as a name because it is specific to Allah. But when you remove the al-, that is when you use Ahad by itself, it becomes a general and acceptable name to use. Ahad is used in about 80 places in the Quran."
Ahdawi,عَهْدَوِيّ,N/A,Ahdawi is an Arabic name for boys that means “one who keeps his promises”. It is derived from the AIN-H26-D (“promise”) root which is used in many places in the Quran.
Ahdee,عَهْدِيّ,N/A,Ahdee is an Arabic name for boys that means “one who keeps his promise”. It is derived from the AIN-H26-D (“promise”) root which is used in many places in the Quran.
Ahid,عَاهِد,N/A,"Arabic for “promiser”, “oath-taker”, “one who takes care of others”."
Ahin,عَاهِن,N/A,"Arabic for “poor”, “ascetic”, “one who renounces the world”. It also means “firm”, “unshakeable”."
Ahkam,أحكم,N/A,"Ahkam is a Quranic boy name that means extremely wise, decisive, and just. It is directly mentioned in the Quran twice:"
Ahmad,أحمد,N/A,"Ahmad is a direct Quranic name for boys. It has the exact same meaning as Muhammad: A person in which praiseworthy traits are abundant, or one who deserves constant praise due to their good character. It is one of the names of Prophet Muhammad (sallallahu alaihi wa sallam)."
Ahmar,أَحْمَر,N/A,"Ahmar is an indirect Quranic name for boys that means “red-colored”. It is the name of a number of the Sahabah (companions of the Prophet ﷺ). In Islamic literature, such as the Prophet’s sayings (hadith), the word ahmar often refers to non-Arabs. For example the Prophet says: “I was sent to blacks (which refers to Arabs) and reds (non-Arabs, such as Persians)”."
Ahsan,أَحْسَن,N/A,"Ahsan is a direct Quranic name for boys that means “the best”, “the most beautiful”, “the most handsome”. Ahsan is used in many places in the Quran, some examples are below:"
Ahyam,أَهْيَم,N/A,Ahyan is an Arabic name for boys that means “starless night”. It can also mean “thirsty”.
Ahyan,أحيان,N/A,"Ahyan is an indirect Quranic name for boys that means “moments”, “times”, “era”. It is the plural of Heen. It is derived from the H6-Y-N root which is used in many places in the Quran."
Aish,عَيْش,N/A,"Aish is an indirect Quranic name for boys that means “life”, “livelihood”. It is derived from the AIN-Y-SH root which is used in many places in the Quran."
Ajeel,عَجِيْل,N/A,"Ajeel is an indirect Quranic name for boys that means “fast”, “quick”. It is derived from the AIN-J-L root which is used in many places in the Quran."
Ajiad,أَجْيَد,N/A,"Ajiad is an indirect Quranic name for boys that means “noble”, “generous”, “gracious”."
Ajmal,أَجْمَل,N/A,"Ajmal is an indirect Quranic name for boys that means “most beautiful”, “best looking”, “excellent”, “delightful”. It is derived from the J-M-L root which is used in Surat an-Nahl."
Akbar,أَكْبَر,N/A,"Akbar is a direct Quranic name for boys that means “greatest”, “most important”, “most senior”, “highest in status”. The word Akbar is used about 23 times in the Quran."
Akhas,أَخَصّ,N/A,"Akhas is an indirect Quranic name for boys that means “special”, “excellent”. It is derived from the KH-SAAD-SAAD root which is used in the Quran."
Akhlaq,أَخْلاَق,N/A,"Akhlaq is an indirect Quranic name for boys that means “morality”, “integrity”, “decency”. It is derived from the KH-L-Q root which is used in many places in the Quran."
Akhmad,أَخْمَد,N/A,"Akhmad is an indirect Quranic name for boys that means “silent”, “calm”, “tranquil”. It is derived from the KH-M-D root which is used in the Quran."
Akhtab,أَخْطَب,N/A,"Akhtab is an Arabic name for boys that means “falcon” (a type of bird of prey). It can also means “one who speaks much”, “one who gives many speeches”."
Akhtaf,أَخْطَف,N/A,"Akhtaf is an indirect Quranic name for boys that means “slender”, “slim”. It is derived from the KH-T16-F root which is used in the Quran."
Akhyar,أَخْيَار,N/A,"Akhyar is an Arabic name for boys that means “good people”, “virtuous people”, “noble people”. It is the plural of the name Khayyir."
Akhzar,أَخْضَر,N/A,"Akhzar is an Arabic name for boys that means “green”, “green-colored”."
Akmal,أَكْمَل,N/A,"Akmal is an indirect Quranic name for boys that means “complete”, “perfect”. It is derived from the K-M-L root which is used in many places in the Quran."
Aknan,أَكْنَان,N/A,"Aknan is a direct Quranic name for boys that means “shelter”, “cover”, “place of retreat”. It is derived from the K-N-N root and the word Aknan itself is mentioned in verse 16:81 of the Quran."
Akram,أَكْرَم,N/A,"Akram is direct Quranic name for boys that means “most gracious”, “most honorable”, “most noble”."
Alaa,عَلاء,N/A,"Alaa is an indirect Quranic name for boys that means “greatness”, “highness”, “supremacy”. It is derived from the AIN-L-A root which is used in many places in the Quran."
Aladdin,عَلاء الدِيْن,N/A,"Aladdin is an indirect Quranic name for boys that means “excellence of the faith”, “supremacy of the faith”, meaning that the person named Aladdin is a strong and virtuous man and is the cause for the success and greatness of his religion. Aladdin is a phrase formed from Alaa’ (“supremacy”) and al-Deen (“the faith”, which refers to Islam)."
Alamat,علامت,N/A,"Alamat is an indirect Quranic name for boys (used in Arabic and Urdu) that means “sign”, “symbol”, “gesture”, “emblem”, “landmark”, “insignia”. It is derived from the AIN-L-M (“to know”) root which is used in many places in the Quran."
Alamgir,عالم گیر,N/A,"Alamgir is an indirect Quranic name used in Persian, Urdu and Kurdish that means “conqueror of the world”. It is made up from Alam (Arabic for “world”) and the Persian suffix -gir (“conqueror”). We consider this name a Quranic name since the word Alam is derived from the AIN-L-M root which is used in many places in the Quran."
Alamguir,N/A,N/A,"Persian for “world conqueror”, “world catcher”. Formed from Quranic Alam (“world”) and Persian gheer (“conqueror “)."
Alaqat,علاقت,N/A,"Alaqat is an Urdu, Persian and Kurdish name for boys that means “devotion”, “attachment”, “relationship”. Alaqat is an indirect Quranic word derived from the AIN-L-Q root."
Aleef,أَلِيْف,N/A,"Aleef is an indirect Quranic name for boys that means “friendly”, “good friend”, “kind”, “compassionate”. It is derived from the A-L-F root which is used in many places in the Quran."
Aleem,عَلِيْم,N/A,"Aleem is a direct Quranic name for boys that means “knowledgeable”, “wise”, “learned”. Aleem is derived from the AIN-L-M (“knowledge”) root. The word Aleem is used about 161 times in the Quran."
Alhasan,الحسن,N/A,"Alhasan is an indirect Quranic name for boys that means “the good-looking one”, “the gentle one”, “the virtuous one”. It is a variant of the name Hasan and both Alhasan and Hasan are correct and acceptable names, you can choose whichever you prefer. Alhasan is simply the name Hasan with Al- (“the”) added to it, Hasan belongs to a group of Arabic names called the mu`arraf (“definable”) names, which means that they have variants with Al- attached to them."
Alhusain,الحُسَيْن,N/A,"Alhusain is an indirect Quranic name for boys that means “the good-looking one”, “the handsome one”, “the virtuous one”. It is a variant of the name Hussein and the two are often used interchangeably."
Ali,عليّ,N/A,"Ali is a direct Quranic name for boys that means “high”, “exalted”, “superb”, “sublime”. The word Ali is used in many places in the Quran and it forms one of the names of Allah when it is prefixed with an al, as in al-Ali. It is a common name among Muslims out of love for Ali bin Abi Talib, cousin of Prophet Muhammad, peace and blessings of Allah upon him and his family and companions."
Alim,عَالِم,N/A,"Alim is a direct Quranic name for boys that means for “knowledgeable”, “scholar”."
Allaam,عَلَّام,N/A,"Allaam is an Arabic name for boys that means “knowledgeable”, “extremely wise”."
Altaf,ألطف,N/A,"Altaf is an indirect Quranic name for boys that means “kinder”, “more gentle”. It is derived from the L-T16-F rot which is used in many places in the Quran."
Alyan,عليان,N/A,"Alyan is an indirect Quranic name for boys that means “one who climbs upwards”, “one who ascends”, figuratively meaning “high”, “supreme”, “exalted”, “great”. Alyan is an ancient Arabic name used since before Islam. It is derived from the AIN-L-A root which is also the root for the common name Ali."
Amdad,أَمْدَد,N/A,"Amdad is an Arabic name for boys that means “growth”, “increase”, “gain”, “expansion”."
Ameed,عَمِيْد,N/A,"Ameed is an indirect Quranic name for boys that means “leader”, “chief”, “prefect”. It is derived from the AIN-M-D root which is used in the Quran."
Ameen,أمين,N/A,"Ameen means someone who is “trusted”, “loyal”, or has strong Imaan (belief in God)."
Amil,عَامِل,N/A,"Arabic for “worker”, “striver”. It can also mean “one who hopes”."
Amir,أمير,N/A,"Amir is an indirect Quranic name for boys that means “leader”, “commander”, “ruler”, “chief”, “chieftain”. It is derived from the A-M-R (to command) root which is used in many places in the Quran."
