Name,Arabic Name,Variant,Content
Amira,أميرة,N/A,"Amira is an indirect Quranic name for girls that means “leader”, “commander”, “chief”. It is derived from the A-M-R root (to command) which is used in many places in the Quran."
Amiraa,أميرا,N/A,"Amiraa is an Arabic name for girls that means “leader”, “chief”, “commander”."
Amlahan,أَمْلَحان,N/A,"Amlahan is an Arabic name for girls that means “dew”, drops of water that collect on plant leaves during the night."
Ammatun Naafe,امة النافع,N/A,"Ammatun Naafe is an indirect Quranic name for girls that means “servant of al-Naafe“, al-Naafe being one of the names of Allah subhanahu wa taala, that means “the beneficent”, “the source of blessings”. Thus the meaning is “servant of Allah”. Ammatun Naafe is the feminine version of the boy name Abdul Naafe. Amma is the Arabic word for “female servant”, “female slave”, which is a word not mentioned in the Quran. The word Naafe is an indirect Quranic word, as it is derived from the N-F-AIN root which is used in a number of places in the Quran."
Ammuna,أَمُّوْنَة,N/A,"Ammuna is an Arabic name for girls that means “trustworthy”, “faithful”, “loyal”."
Ammura,أَمُّوْرَة,N/A,"Ammura is an Arabic name for girls that means “beautiful”, “beloved”, “captivating’."
Ammuri,أَمُّوْرِي,N/A,"Ammuri is an Arabic name for girls that means “beautiful”, “lovable”, “captivating”."
Amnati,أمنتي,N/A,"Amnati is an Arabic name for girls that means “my hope”, “my wish”. It is a simplified variant of the name Omniati."
Amnian,أمنيان,N/A,"Amnian is an Arabic name for girls that means “safe”, “secure”."
Ana,أناء,N/A,Arabic for “reaching full maturity”.
Anarat,أنارات,N/A,"Anarat is an Arabic name for girls that means “radiance”, “clarity”, “beauty and clearness of the skin”."
Anasa,أَنَاسَة,N/A,"Anasa is an Arabic name for girls that means “serenity”, “tranquility”, “peace of mind”, “end of fear and anxiety”."
Anasiya,أَنَسِيّة,N/A,"Anasiya is an Arabic name for girls that means “friendly”, “compassionate”, “one who brings peace to the heart”."
Anat,أَناة,N/A,"Anat is an Arabic name for girls that means “forbearance”, “clemency”, “calmness”, “composure”, “poise”."
Anaya,عَناية,N/A,"Anaya is an indirect Quranic name for girls that means “care”, “protection”, “diligence”. It is a variant of the name Inaya."
Aneesa,أَنِيْسَة,N/A,"Aneesa is an indirect Quranic name for girls that means “one who is friendly and gentle with others”, “one whose words are consoling”, “one whose presence brings calm and peace”. Aneesa is derived from the A-N-S (to recognize”, “to perceive”) root which is used in many places in the Quran."
Anifa,أَنِيْفَة,N/A,"Anifa is an Arabic name for girls that means “dignified”, “one who has self-respect”."
Aniyah,عَانِيَة,N/A,"Aniyah is an indirect Quranic name for girls that means “caring”, “affectionate”, “one who consoles others”, “one who helps others”. It is derived from the AIN-W-N root which is used in many places in the Quran."
Anjudiya,أنْجُدِيّة,N/A,"Anjudi is an Arabic name for boys that means “one who comes from the highlands”, “an area of land that is like a highland”. It is the feminine attributive form of Anjud."
Ann,آن,N/A,"Ann is a Quranic name for girls that means “time”, “occasion”, “now”, “this moment”. It is derived from the A-Y-N root which is used in many places in the Quran."
Anoud,عَنُوْد,N/A,"Anoud is an indirect Quranic name for girls that means “strong-willed”, “smart”, “popular”, “loved”."
Ansha,أنشا,N/A,"Ansha is an Arabic name for girls that means “she created”, “she started”, “she began”."
Ansharah,انْشَرَاح,N/A,"Ansharah is an indirect Quranic name for girls that means “when the heart becomes open”, “relief”, “relaxation”, “cheer”. It is a non-standard variant of the name Inshirah. It is derived from the SH-R-H6 root that is used in many places in the Quran. Inshirah is also used as a name for chapter 94 of the Quran."
Anwara,أَنْوَارة,N/A,"Anwara is an Arabic name for girls that means “light”, “radiance”, “glow”."
Anzar,أَنظَار,N/A,"Anzar is an Arabic name for girls that means “vision”, “eyesight”, figuratively meaning “intelligence”, “insight”."
Aqeelah,عَقِيْلَة,N/A,"Aqeelah is an indirect Quranic name for girls that means “very wise”, “very discerning”, “sensible”, “reasonable”. It is derived from the AIN-Q-L root which is used in many places in the Quran."
Aqiba,عَاقِبَة,N/A,"Aqiba is an Arabic name for girls that means “result’, “consequence”. It is mentioned 32 times in the Quran."
Aqidah,عَقِيْدَة,N/A,"Aqidah is an indirect Quranic name for girls that means “creed”, “belief”, “faith”, “tenet”. It is derived from the AIN-Q-D Quranic root."
Araa,آراء,N/A,"Araa is an indirect Quranic name for girls that means “opinions”, “perspectives”. It is the plural of raie (opinion), which is a word that is used in the Quran. It is derived from the R-Hamz-A root which has various meaning (to see, to dream, to have an opinion) and is used extensively in the Quran."
Arafaa,عَرَفا,N/A,"Arafaa is an Arabic name for girls that is a variant of Arafah, which is the name of a mountain close to Mecca."
Areebah,أريبة,N/A,"Areebah is an indirect Quranic name for girls that means wise, intelligent. It is derived from the A-R-B root (need, intelligence) which is used in the Quran in a number of places."
Areefa,عَرِيفَة,N/A,"Areefa is an indirect Quranic name for girls that means “knowledgeable”, “wise”, “learned”. It is derived from the AIN-R-F Quranic root."
Areesha,عريشة,N/A,"Areesha is an indirect Quranic name for girls that means “built structure”, especially a howdah for women (the carriage that’s mounted on camels and elephants and women ride inside it). It is derived from the Ain-R-Sh (structure, throne) root which is used in many places in the Quran."
Arfaana,عَرْفَانة,N/A,"Arfaana is an indirect Quranic name for girls that means “wisdom”. It is a non-standard variation of the name Irfana, for more details see Irfana."
Arhaa,أَرْهَى,N/A,Arhaa is an indirect Quranic name for boys and girls that means “he/she caused something to become calm/tranquil/serene”. Arhaa is derived from the R-H26-W root which is used in verse 44:24 of the Quran.
Arisha,عارشة,N/A,"Arisha is an indirect Quranic name for girls that means one who is building something great. It is derived from the Ain-R-Sh (throne, to build) which is used often in the Quran."
Aroob,عَرُوْب,N/A,"Aroob is an indirect Quranic name for girls that means “a woman who smiles often”, “a woman who loves her husband”, “a woman who is loved by husband”. It is derived from the AIN-R-B Quranic root."
Arooba,عَرُوْبَة,N/A,"Arooba is an Arabic name for girls that means “happy and optimistic woman”, “woman who loves her husband”, “woman who is loved by her husband”. It is derived from the AIN-R-B Quranic root."
Aroofa,عَرُوْفَة,N/A,"Aroofa is an indirect Quranic name for girls that means “knowledgeable”, “learned”, “patient”, “wise”. It is derived from the AIN-R-F Quranic root."
Arshiya,عَرْشيّة,N/A,"Arabic for “belonging to a throne”, “worthy of a throne”."
Arubiyyah,عَرُوبِيّة,N/A,"Arubiyyah is an Arabic name for girls that means “fluent”, “eloquent”."
Arwaa,أَرْوَى,N/A,"Arwa is an indirect Quranic name for girls that means “female ibex” (the type of animal pictured here) and has meanings of “softness”, “lightness”, “agility”, “liveliness”, “beauty”. Arwa is the name of one of the aunts of Prophet Muhammad ﷺ, whose full name is Arwa bint Abdulmutallib bint Hashim, and who became Muslim after her brother Hamzah (uncle of Prophet Muhammad) converted to Islam and thus is a Sahabiyyah (female companion of the Prophet). Arwa is derived from the R-W-Y root which is a Quranic root."
Asaalat,أصالت,N/A,"Asaalat is an indirect Quranic name for girls that means “originality”, “nobleness”, “greatness”. It is a variant of the Arabic girl name Asala."
Asal,عسل,N/A,Asal is a direct Quranic name for girls that means “honey”.
Asala,أَصَالَة,N/A,"Asala is an indirect Quranic name for girls that means “originality” (the ability to have unique and creative ideas), “nobility of descent”, “loftiness”, “greatness”. It is derived from the A-SAAD-L root which is used in many places in the Quran."
Asali,عَسَلِيّ,N/A,"Asali is an Arabic, Persian and Urdu name for girls that means “honey-like”, “made of honey”. It is derived from the AIN-S-L Quranic root."
Asareer,أسَارِير,N/A,"Asareer is an Arabic name for boys that means “good features of the face”, the features of a person’s face that makes them attractive."
Asdaf,أَصْدَاف,N/A,Asdaf is an indirect Quranic name for girls that means “seashells”. It is the plural of the girl name Sadaf.
Aseela,أَصِيْلَة,N/A,"Aseela is an indirect Quranic name for girls that means “deep-rooted”, “high-born”, “original”, “creative”. It is derived from the A-SAAD-L (“root”, “origin”) root which is used in many places in the Quran."
